LOANID,MEMBERID,BOOKID,ISSUEDATE,RETURNDATE,STATUS,FINE
6849,3326,2528,05-12-2023,,Issued,0
6850,3454,2677,07-06-2022,26-03-2025,Returned,1746
6851,3486,2503,29-08-2022,23-10-2024,Returned,1272
6852,3659,2803,10-11-2022,01-11-2024,Returned,1144
6853,3926,2848,01-12-2023,16-04-2025,Returned,704
6854,3225,2832,08-10-2023,31-12-2024,Returned,600
6855,3286,2272,05-04-2023,29-04-2025,Returned,1210
6856,3907,2741,15-02-2024,11-06-2024,Returned,0
6857,3309,2448,02-01-2024,07-11-2024,Returned,320
6858,3175,2899,21-01-2023,09-09-2024,Returned,894
6859,3497,2396,26-04-2023,19-01-2025,Returned,968
6860,3592,2808,27-10-2023,03-10-2024,Returned,384
6861,3956,2458,18-10-2022,,Issued,0
6862,3312,2523,12-06-2023,13-06-2024,Returned,434
6863,3687,2068,07-11-2022,19-09-2024,Returned,1064
6864,3357,2861,31-05-2023,20-04-2025,Returned,1080
6865,3542,2553,01-11-2022,28-06-2024,Returned,910
6866,3191,2758,18-01-2023,23-12-2024,Returned,1110
6867,3810,2792,18-04-2023,07-10-2024,Returned,776
6868,3151,2247,22-06-2022,20-02-2025,Returned,1648
6869,3501,2191,04-03-2024,17-12-2024,Returned,276
6870,3547,2437,26-10-2022,14-08-2024,Returned,1016
6871,3742,2377,17-11-2022,25-04-2025,Returned,1480
6872,3948,2165,11-06-2023,31-12-2024,Returned,838
6873,3072,2371,29-04-2024,11-01-2025,Returned,214
6874,3805,2385,09-01-2024,22-12-2024,Returned,396
6875,3620,2532,15-01-2024,09-06-2024,Returned,0
6876,3736,2554,08-01-2024,06-12-2024,Returned,366
6877,3918,2248,09-09-2023,16-01-2025,Returned,690
6878,3127,2980,15-08-2023,09-03-2025,Returned,844
6879,3572,2200,26-06-2022,03-10-2024,Returned,1360
6880,3364,2403,20-08-2022,,Issued,0
6881,3351,2804,01-10-2023,30-09-2024,Returned,430
6882,3423,2071,30-05-2023,,Issued,0
6883,3923,2802,03-05-2023,,Issued,0
6884,3315,2149,09-07-2022,16-09-2024,Returned,1300
6885,3090,2174,21-10-2022,23-11-2024,Returned,1228
6886,3569,2354,18-08-2023,21-02-2025,Returned,806
6887,3640,2437,15-03-2023,07-03-2025,Returned,1146
6888,3767,2903,08-08-2022,16-02-2025,Returned,1546
6889,3552,2107,10-03-2023,13-04-2025,Returned,1230
6890,3289,2993,20-11-2023,13-03-2025,Returned,658
6891,3331,2523,06-10-2023,20-08-2024,Returned,338
6892,3038,2666,31-03-2023,01-10-2024,Returned,800
6893,3706,2311,21-01-2024,14-08-2024,Returned,112
6894,3778,2960,25-04-2024,02-10-2024,Returned,20
6895,3279,2574,14-04-2023,19-05-2025,Returned,1232
6896,3308,2046,17-11-2022,27-06-2024,Returned,876
6897,3613,2853,10-04-2023,25-07-2024,Returned,644
6898,3399,2403,31-01-2024,21-08-2024,Returned,106
6899,3091,2497,10-09-2022,11-06-2024,Returned,980
6900,3719,2273,09-05-2024,18-11-2024,Returned,86
6901,3153,2246,19-11-2022,,Issued,0
6902,3919,2488,12-03-2023,10-01-2025,Returned,1040
6903,3471,2589,20-07-2022,04-03-2025,Returned,1616
6904,3131,2204,11-06-2022,29-08-2024,Returned,1320
6905,3149,2238,11-01-2023,28-05-2025,Returned,1436
6906,3434,2526,11-07-2023,30-05-2025,Returned,1078
6907,3451,2242,17-01-2024,18-08-2024,Returned,128
6908,3583,2553,13-11-2023,,Issued,0
6909,3466,2397,09-01-2023,09-08-2024,Returned,856
6910,3228,2753,15-09-2022,23-02-2025,Returned,1484
6911,3090,2224,21-01-2023,11-05-2025,Returned,1382
6912,3056,2148,28-09-2022,25-04-2025,Returned,1580
6913,3375,2054,15-09-2022,23-02-2025,Returned,1484
6914,3135,2723,14-01-2024,31-08-2024,Returned,160
6915,3184,2756,11-02-2024,25-07-2024,Returned,30
6916,3675,2396,27-02-2023,02-02-2025,Returned,1112
6917,3998,2996,29-07-2022,06-06-2024,Returned,1056
6918,3421,2430,08-12-2022,11-09-2024,Returned,986
6919,3164,2880,14-06-2023,25-03-2025,Returned,1000
6920,3425,2451,21-01-2024,07-02-2025,Returned,466
6921,3185,2596,24-01-2024,16-06-2024,Returned,0
6922,3003,2547,25-03-2024,30-01-2025,Returned,322
6923,3364,2845,05-08-2022,02-04-2025,Returned,1642
6924,3888,2903,06-11-2022,28-03-2025,Returned,1446
6925,3078,2414,28-10-2023,,Issued,0
6926,3196,2833,02-07-2023,19-03-2025,Returned,952
6927,3641,2232,30-01-2023,,Issued,0
6928,3581,2171,26-10-2023,05-10-2024,Returned,390
6929,3531,2806,15-01-2024,19-04-2025,Returned,620
6930,3181,2575,27-10-2023,22-08-2024,Returned,300
6931,3217,2476,10-06-2023,05-01-2025,Returned,850
6932,3849,2973,12-10-2022,26-08-2024,Returned,1068
6933,3266,2364,09-04-2024,28-06-2024,Returned,0
6934,3111,2702,29-10-2023,10-02-2025,Returned,640
6935,3189,2018,14-08-2022,20-05-2025,Returned,1720
6936,3792,2225,17-04-2024,15-01-2025,Returned,246
6937,3753,2642,25-01-2023,26-10-2024,Returned,980
6938,3636,2326,19-08-2023,25-06-2024,Returned,322
6939,3998,2341,15-01-2024,24-02-2025,Returned,512
6940,3656,2966,06-12-2023,05-04-2025,Returned,672
6941,3907,2755,26-11-2023,10-05-2025,Returned,762
6942,3921,2821,11-01-2023,19-11-2024,Returned,1056
6943,3320,2071,09-09-2022,03-11-2024,Returned,1272
6944,3965,2268,01-04-2024,22-03-2025,Returned,410
6945,3444,2287,27-02-2024,21-08-2024,Returned,52
6946,3783,2870,08-05-2023,,Issued,0
6947,3446,2408,03-07-2023,,Issued,0
6948,3081,2420,25-02-2024,12-12-2024,Returned,282
6949,3862,2704,29-01-2024,15-02-2025,Returned,466
6950,3483,2319,13-05-2023,08-03-2025,Returned,1030
6951,3703,2198,31-10-2023,05-08-2024,Returned,258
6952,3184,2305,05-06-2023,,Issued,0
6953,3440,2513,03-07-2023,20-08-2024,Returned,528
6954,3717,2453,10-09-2022,22-02-2025,Returned,1492
6955,3470,2846,23-07-2023,27-07-2024,Returned,440
6956,3027,2122,28-02-2023,26-07-2024,Returned,728
6957,3794,2711,08-12-2023,09-08-2024,Returned,190
6958,3886,2384,30-09-2023,03-01-2025,Returned,622
6959,3104,2725,02-05-2024,29-10-2024,Returned,60
6960,3808,2842,12-06-2022,14-01-2025,Returned,1594
6961,3785,2724,22-04-2024,,Issued,0
6962,3663,2941,23-01-2023,20-12-2024,Returned,1094
6963,3647,2247,07-11-2022,05-07-2024,Returned,912
6964,3711,2103,25-02-2023,13-12-2024,Returned,1014
6965,3467,2081,13-04-2024,01-07-2024,Returned,0
6966,3376,2243,03-01-2023,10-03-2025,Returned,1294
6967,3692,2706,14-11-2023,,Issued,0
6968,3608,2741,12-11-2023,,Issued,0
6969,3569,2494,22-02-2023,04-10-2024,Returned,880
6970,3199,2362,08-06-2023,12-03-2025,Returned,986
6971,3277,2133,21-02-2024,01-06-2025,Returned,632
6972,3435,2099,21-02-2023,21-11-2024,Returned,978
6973,3144,2434,04-08-2023,18-03-2025,Returned,884
6974,3745,2429,19-06-2023,25-01-2025,Returned,872
6975,3418,2096,23-11-2022,29-03-2025,Returned,1414
6976,3337,2878,02-03-2024,29-11-2024,Returned,244
6977,3525,2883,01-09-2023,,Issued,0
6978,3041,2013,19-01-2023,,Issued,0
6979,3277,2125,26-04-2023,28-09-2024,Returned,742
6980,3342,2595,11-07-2022,15-09-2024,Returned,1294
6981,3739,2380,24-05-2023,,Issued,0
6982,3767,2565,05-12-2022,08-12-2024,Returned,1168
6983,3696,2592,29-11-2022,13-09-2024,Returned,1008
6984,3659,2647,19-10-2022,13-12-2024,Returned,1272
6985,3877,2233,15-09-2022,24-07-2024,Returned,1056
6986,3807,2250,10-02-2023,03-01-2025,Returned,1086
6987,3795,2489,27-11-2023,02-07-2024,Returned,136
6988,3203,2779,21-10-2023,22-07-2024,Returned,250
6989,3903,2092,30-03-2023,,Issued,0
6990,3859,2893,21-03-2023,,Issued,0
6991,3949,2837,13-09-2023,19-03-2025,Returned,806
6992,3878,2876,02-03-2023,08-03-2025,Returned,1174
6993,3690,2977,25-05-2024,,Issued,0
6994,3940,2459,24-09-2023,11-01-2025,Returned,650
6995,3988,2715,12-02-2024,06-03-2025,Returned,476
6996,3451,2174,20-05-2023,,Issued,0
6997,3933,2803,11-04-2023,05-02-2025,Returned,1032
6998,3143,2008,20-04-2024,23-10-2024,Returned,72
6999,3483,2389,08-09-2022,22-12-2024,Returned,1372
7000,3818,2433,05-08-2022,01-07-2024,Returned,1092
7001,3365,2254,04-11-2022,10-11-2024,Returned,1174
7002,3397,2074,09-06-2023,08-05-2025,Returned,1098
7003,3811,2415,14-04-2023,26-02-2025,Returned,1068
7004,3050,2587,24-08-2023,06-09-2024,Returned,458
7005,3858,2087,02-11-2023,19-04-2025,Returned,768
7006,3436,2071,18-01-2024,17-01-2025,Returned,430
7007,3937,2780,12-11-2023,09-12-2024,Returned,486
7008,3885,2848,05-09-2023,05-12-2024,Returned,614
7009,3192,2843,28-08-2022,19-02-2025,Returned,1512
7010,3163,2236,25-10-2022,04-08-2024,Returned,998
7011,3941,2245,22-12-2022,09-01-2025,Returned,1198
7012,3288,2199,29-06-2023,,Issued,0
7013,3490,2187,27-02-2023,,Issued,0
7014,3914,2340,15-03-2024,12-04-2025,Returned,486
7015,3237,2167,25-06-2023,20-12-2024,Returned,788
7016,3929,2235,02-02-2024,10-04-2025,Returned,566
7017,3469,2155,09-07-2023,30-06-2024,Returned,414
7018,3398,2617,13-06-2022,26-09-2024,Returned,1372
7019,3934,2970,25-04-2024,,Issued,0
7020,3776,2545,22-12-2023,23-07-2024,Returned,128
7021,3452,2878,04-07-2023,,Issued,0
7022,3273,2019,14-11-2023,25-08-2024,Returned,270
7023,3380,2284,05-10-2022,10-04-2025,Returned,1536
7024,3684,2390,29-04-2024,31-12-2024,Returned,192
7025,3376,2744,04-12-2022,14-10-2024,Returned,1060
7026,3393,2605,30-08-2022,14-12-2024,Returned,1374
7027,3883,2546,22-12-2023,12-06-2024,Returned,46
7028,3948,2259,05-02-2024,14-08-2024,Returned,82
7029,3768,2719,28-02-2024,14-03-2025,Returned,460
7030,3794,2032,09-09-2022,08-01-2025,Returned,1404
7031,3189,2701,16-11-2022,23-05-2025,Returned,1538
7032,3773,2589,16-07-2023,,Issued,0
7033,3416,2198,20-03-2023,04-02-2025,Returned,1074
7034,3873,2031,28-09-2022,21-10-2024,Returned,1208
7035,3921,2385,16-01-2023,09-02-2025,Returned,1210
7036,3934,2423,29-09-2022,,Issued,0
7037,3752,2043,24-06-2022,08-01-2025,Returned,1558
7038,3989,2953,23-10-2022,08-05-2025,Returned,1556
7039,3260,2080,23-11-2023,,Issued,0
7040,3107,2485,06-05-2024,11-06-2024,Returned,0
7041,3587,2904,04-02-2024,22-11-2024,Returned,284
7042,3073,2692,30-07-2023,29-04-2025,Returned,978
7043,3725,2097,16-03-2023,29-10-2024,Returned,886
7044,3190,2485,28-10-2023,03-09-2024,Returned,322
7045,3553,2317,18-10-2022,05-09-2024,Returned,1076
7046,3500,2347,01-11-2023,,Issued,0
7047,3144,2544,20-09-2022,07-09-2024,Returned,1136
7048,3918,2380,22-12-2022,15-01-2025,Returned,1210
7049,3271,2442,07-04-2023,29-08-2024,Returned,720
7050,3627,2790,03-10-2022,09-10-2024,Returned,1174
7051,3821,2142,17-12-2022,14-09-2024,Returned,974
7052,3594,2100,13-03-2024,01-11-2024,Returned,166
7053,3049,2269,12-04-2024,02-09-2024,Returned,0
7054,3709,2605,16-07-2022,09-01-2025,Returned,1516
7055,3894,2366,30-04-2024,29-12-2024,Returned,186
7056,3659,2086,27-06-2023,22-12-2024,Returned,788
7057,3367,2356,05-08-2023,11-09-2024,Returned,506
7058,3800,2123,27-02-2023,03-02-2025,Returned,1114
7059,3677,2679,07-07-2023,14-05-2025,Returned,1054
7060,3867,2389,27-07-2023,04-10-2024,Returned,570
7061,3476,2380,27-04-2024,05-05-2025,Returned,446
7062,3290,2935,14-02-2024,,Issued,0
7063,3429,2556,14-04-2024,02-02-2025,Returned,288
7064,3056,2374,05-10-2023,10-11-2024,Returned,504
7065,3627,2471,11-05-2023,09-11-2024,Returned,796
7066,3570,2853,15-04-2023,20-05-2025,Returned,1232
7067,3578,2209,26-10-2022,15-10-2024,Returned,1140
7068,3640,2381,28-10-2023,02-03-2025,Returned,682
7069,3354,2311,23-10-2022,19-04-2025,Returned,1518
7070,3867,2841,31-08-2023,24-10-2024,Returned,540
7071,3276,2395,30-06-2022,13-01-2025,Returned,1556
7072,3398,2855,16-05-2024,11-09-2024,Returned,0
7073,3351,2544,11-07-2023,30-10-2024,Returned,654
7074,3493,2605,21-11-2022,19-11-2024,Returned,1158
7075,3665,2570,20-07-2023,21-02-2025,Returned,864
7076,3892,2620,28-04-2023,03-12-2024,Returned,870
7077,3920,2309,09-05-2024,20-05-2025,Returned,452
7078,3704,2854,03-05-2024,11-12-2024,Returned,144
7079,3371,2875,07-07-2023,,Issued,0
7080,3166,2464,24-10-2022,16-06-2024,Returned,902
7081,3318,2069,16-07-2023,21-07-2024,Returned,442
7082,3007,2078,04-01-2023,05-09-2024,Returned,920
7083,3108,2203,07-07-2022,20-01-2025,Returned,1556
7084,3095,2666,21-11-2023,19-08-2024,Returned,244
7085,3662,2084,21-06-2023,22-08-2024,Returned,556
7086,3459,2419,27-12-2022,05-04-2025,Returned,1360
7087,3265,2372,10-04-2023,28-04-2025,Returned,1198
7088,3111,2970,11-02-2024,20-08-2024,Returned,82
7089,3626,2382,07-12-2022,07-06-2024,Returned,796
7090,3875,2804,07-07-2023,,Issued,0
7091,3106,2718,13-10-2022,13-06-2024,Returned,918
7092,3755,2303,20-01-2024,15-03-2025,Returned,540
7093,3505,2027,24-08-2022,31-01-2025,Returned,1482
7094,3229,2358,27-05-2023,12-07-2024,Returned,524
7095,3984,2755,01-12-2023,29-06-2024,Returned,122
7096,3955,2840,02-08-2023,28-10-2024,Returned,606
7097,3928,2567,09-10-2022,,Issued,0
7098,3283,2062,26-05-2024,11-01-2025,Returned,160
7099,3699,2542,06-04-2024,20-03-2025,Returned,396
7100,3623,2844,09-11-2022,10-09-2024,Returned,1042
7101,3288,2043,26-07-2022,18-01-2025,Returned,1514
7102,3864,2599,17-09-2022,09-02-2025,Returned,1452
7103,3688,2585,20-09-2022,08-03-2025,Returned,1500
7104,3020,2422,21-12-2023,18-03-2025,Returned,606
7105,3691,2459,23-08-2023,18-11-2024,Returned,606
7106,3981,2650,14-11-2023,25-12-2024,Returned,514
7107,3170,2632,25-12-2022,,Issued,0
7108,3238,2443,04-11-2022,10-03-2025,Returned,1414
7109,3036,2056,15-08-2023,11-01-2025,Returned,730
7110,3156,2275,17-07-2022,24-11-2024,Returned,1422
7111,3722,2006,14-05-2023,01-08-2024,Returned,590
7112,3809,2909,13-10-2023,12-12-2024,Returned,552
7113,3508,2074,16-10-2023,22-08-2024,Returned,322
7114,3547,2977,14-03-2023,29-07-2024,Returned,706
7115,3024,2963,11-04-2024,02-08-2024,Returned,0
7116,3512,2186,30-06-2023,30-06-2024,Returned,432
7117,3868,2922,18-06-2023,06-11-2024,Returned,714
7118,3230,2697,19-09-2023,30-07-2024,Returned,330
7119,3843,2042,31-01-2024,21-10-2024,Returned,228
7120,3540,2900,20-04-2023,01-08-2024,Returned,638
7121,3070,2277,19-11-2022,,Issued,0
7122,3716,2283,03-10-2023,23-11-2024,Returned,534
7123,3153,2645,18-01-2023,23-08-2024,Returned,866
7124,3196,2176,12-07-2023,06-09-2024,Returned,544
7125,3179,2058,24-01-2024,,Issued,0
7126,3885,2118,29-09-2022,14-12-2024,Returned,1314
7127,3232,2156,13-02-2024,21-05-2025,Returned,626
7128,3738,2542,24-04-2024,16-03-2025,Returned,352
7129,3919,2805,03-02-2023,06-11-2024,Returned,984
7130,3175,2052,02-01-2023,09-08-2024,Returned,870
7131,3526,2849,13-03-2024,,Issued,0
7132,3062,2623,17-07-2023,20-06-2024,Returned,378
7133,3250,2752,19-06-2022,03-09-2024,Returned,1314
7134,3941,2574,03-09-2023,02-07-2024,Returned,306
7135,3476,2238,07-01-2024,10-10-2024,Returned,254
7136,3153,2757,09-05-2024,11-12-2024,Returned,132
7137,3564,2736,25-10-2022,28-01-2025,Returned,1352
7138,3465,2199,17-01-2024,30-01-2025,Returned,458
7139,3153,2156,21-01-2023,09-12-2024,Returned,1076
7140,3835,2635,02-10-2022,03-10-2024,Returned,1164
7141,3947,2906,02-10-2022,07-04-2025,Returned,1536
7142,3339,2779,08-11-2023,03-07-2024,Returned,176
7143,3145,2036,06-11-2023,,Issued,0
7144,3510,2593,24-05-2023,01-05-2025,Returned,1116
7145,3795,2983,17-08-2022,08-08-2024,Returned,1144
7146,3838,2530,02-02-2023,13-05-2025,Returned,1362
7147,3545,2252,15-04-2023,12-03-2025,Returned,1094
7148,3025,2718,11-05-2023,11-01-2025,Returned,922
7149,3980,2162,24-02-2023,13-08-2024,Returned,772
7150,3833,2529,08-04-2024,29-09-2024,Returned,48
7151,3105,2404,26-09-2022,09-06-2024,Returned,944
7152,3693,2564,24-03-2023,17-03-2025,Returned,1148
7153,3700,2811,28-11-2022,21-01-2025,Returned,1270
7154,3672,2966,06-08-2023,23-11-2024,Returned,650
7155,3543,2841,24-09-2022,06-01-2025,Returned,1370
7156,3780,2025,23-04-2024,12-06-2024,Returned,0
7157,3089,2221,04-06-2023,05-07-2024,Returned,494
7158,3309,2958,18-12-2022,09-03-2025,Returned,1324
7159,3035,2212,22-11-2022,20-09-2024,Returned,1036
7160,3710,2070,29-09-2023,02-03-2025,Returned,740
7161,3215,2860,29-05-2024,26-10-2024,Returned,0
7162,3962,2004,02-12-2022,30-12-2024,Returned,1218
7163,3951,2772,21-08-2022,25-03-2025,Returned,1594
7164,3739,2407,05-04-2023,04-07-2024,Returned,612
7165,3655,2338,07-01-2024,14-09-2024,Returned,202
7166,3420,2475,10-10-2023,31-05-2025,Returned,898
7167,3360,2480,21-11-2023,08-11-2024,Returned,406
7168,3933,2708,14-12-2022,01-04-2025,Returned,1378
7169,3225,2615,19-01-2024,23-08-2024,Returned,134
7170,3013,2605,25-10-2023,20-12-2024,Returned,544
7171,3592,2904,21-09-2023,29-05-2025,Returned,932
7172,3731,2164,02-03-2023,14-06-2024,Returned,640
7173,3857,2711,09-01-2023,14-02-2025,Returned,1234
7174,3686,2962,20-07-2022,24-12-2024,Returned,1476
7175,3262,2374,08-02-2023,02-02-2025,Returned,1150
7176,3573,2392,31-12-2023,18-01-2025,Returned,468
7177,3973,2370,12-11-2023,,Issued,0
7178,3036,2585,21-07-2023,14-11-2024,Returned,664
7179,3470,2391,15-03-2023,03-05-2025,Returned,1260
7180,3633,2619,05-05-2023,29-01-2025,Returned,970
7181,3984,2982,29-12-2023,28-09-2024,Returned,248
7182,3440,2428,21-09-2022,06-05-2025,Returned,1616
7183,3871,2560,06-08-2023,26-11-2024,Returned,656
7184,3696,2772,07-11-2023,31-01-2025,Returned,602
7185,3600,2213,06-11-2023,07-12-2024,Returned,494
7186,3031,2869,07-02-2024,22-09-2024,Returned,156
7187,3881,2610,19-01-2023,15-02-2025,Returned,1216
7188,3029,2461,16-04-2023,,Issued,0
7189,3337,2038,07-05-2024,28-04-2025,Returned,412
7190,3554,2912,21-09-2023,02-04-2025,Returned,818
7191,3963,2801,05-03-2023,17-07-2024,Returned,700
7192,3716,2508,25-06-2023,06-10-2024,Returned,638
7193,3181,2458,27-02-2024,06-05-2025,Returned,568
7194,3750,2831,27-10-2023,06-10-2024,Returned,390
7195,3786,2246,28-04-2023,26-11-2024,Returned,856
7196,3324,2089,13-09-2022,22-12-2024,Returned,1362
7197,3686,2502,15-01-2023,,Issued,0
7198,3510,2394,02-06-2022,14-11-2024,Returned,1492
7199,3534,2446,21-10-2023,17-11-2024,Returned,486
7200,3715,2924,20-06-2023,28-06-2024,Returned,448
7201,3218,2499,19-07-2022,12-02-2025,Returned,1578
7202,3282,2776,23-09-2023,14-03-2025,Returned,776
7203,3432,2191,09-10-2022,16-09-2024,Returned,1116
7204,3661,2677,29-05-2024,09-02-2025,Returned,212
7205,3874,2057,15-02-2024,,Issued,0
7206,3560,2332,28-07-2022,31-10-2024,Returned,1352
7207,3684,2350,29-12-2022,26-09-2024,Returned,974
7208,3992,2604,09-05-2023,14-03-2025,Returned,1050
7209,3004,2150,03-01-2024,14-09-2024,Returned,210
7210,3913,2759,16-04-2024,05-12-2024,Returned,166
7211,3035,2704,26-11-2023,07-12-2024,Returned,454
7212,3125,2332,23-11-2022,31-07-2024,Returned,932
7213,3457,2928,26-10-2023,01-07-2024,Returned,198
7214,3886,2235,07-09-2023,20-12-2024,Returned,640
7215,3569,2811,09-01-2024,30-04-2025,Returned,654
7216,3435,2883,07-09-2022,,Issued,0
7217,3180,2495,01-08-2023,25-01-2025,Returned,786
7218,3274,2677,21-05-2024,10-08-2024,Returned,0
7219,3156,2232,29-01-2024,08-10-2024,Returned,206
7220,3477,2350,21-11-2022,24-11-2024,Returned,1168
7221,3606,2061,03-04-2024,08-09-2024,Returned,16
7222,3842,2183,09-10-2023,09-05-2025,Returned,856
7223,3144,2500,12-02-2023,05-09-2024,Returned,842
7224,4000,2628,15-07-2023,22-08-2024,Returned,508
7225,3421,2432,05-06-2022,27-04-2025,Returned,1814
7226,3686,2045,03-12-2023,18-03-2025,Returned,642
7227,3415,2636,03-02-2023,06-07-2024,Returned,738
7228,3187,2187,02-03-2024,17-12-2024,Returned,280
7229,3228,2437,17-07-2022,03-04-2025,Returned,1682
7230,3778,2780,23-12-2022,02-02-2025,Returned,1244
7231,3224,2783,05-11-2022,26-03-2025,Returned,1444
7232,3418,2068,04-09-2023,08-12-2024,Returned,622
7233,3525,2243,03-02-2024,,Issued,0
7234,3201,2634,16-11-2022,11-01-2025,Returned,1274
7235,3226,2884,08-07-2023,01-02-2025,Returned,848
7236,3333,2539,20-07-2023,23-03-2025,Returned,924
7237,3562,2259,16-03-2024,15-11-2024,Returned,188
7238,3374,2975,20-04-2023,16-02-2025,Returned,1036
7239,3944,2496,26-10-2022,30-07-2024,Returned,986
7240,3961,2314,11-08-2022,07-07-2024,Returned,1092
7241,3793,2435,17-04-2023,22-11-2024,Returned,870
7242,3602,2131,12-02-2024,21-09-2024,Returned,144
7243,3527,2672,30-12-2022,02-11-2024,Returned,1046
7244,3530,2559,17-10-2022,20-03-2025,Returned,1470
7245,3047,2695,15-07-2022,26-09-2024,Returned,1308
7246,3573,2830,27-11-2022,08-01-2025,Returned,1246
7247,3790,2892,06-09-2022,26-04-2025,Returned,1626
7248,3795,2932,09-11-2023,17-11-2024,Returned,448
7249,3325,2873,08-10-2023,23-05-2025,Returned,886
7250,3035,2065,20-03-2023,15-02-2025,Returned,1096
7251,3567,2858,07-06-2022,29-08-2024,Returned,1328
7252,3197,2940,20-06-2022,05-11-2024,Returned,1438
7253,3951,2474,19-04-2023,31-05-2025,Returned,1246
7254,3567,2722,13-10-2022,10-07-2024,Returned,972
7255,3569,2532,20-01-2023,14-06-2024,Returned,722
7256,3804,2008,17-10-2022,,Issued,0
7257,3280,2817,16-02-2024,08-02-2025,Returned,416
7258,3183,2495,29-04-2023,27-08-2024,Returned,672
7259,3442,2076,14-10-2022,27-09-2024,Returned,1128
7260,3953,2275,25-05-2023,15-11-2024,Returned,780
7261,3958,2923,17-07-2022,,Issued,0
7262,3204,2463,07-11-2022,14-01-2025,Returned,1298
7263,3233,2317,24-04-2023,23-05-2025,Returned,1220
7264,3529,2016,09-02-2024,27-08-2024,Returned,100
7265,3090,2518,17-07-2023,29-09-2024,Returned,580
7266,3780,2572,08-05-2024,29-12-2024,Returned,170
7267,3204,2302,30-09-2022,10-02-2025,Returned,1428
7268,3139,2078,03-12-2022,31-12-2024,Returned,1218
7269,3375,2744,04-05-2024,16-02-2025,Returned,276
7270,3115,2634,26-10-2023,,Issued,0
7271,3426,2269,02-06-2022,22-10-2024,Returned,1446
7272,3367,2078,27-10-2022,19-01-2025,Returned,1330
7273,3426,2137,24-12-2023,02-09-2024,Returned,206
7274,3546,2700,29-06-2023,09-01-2025,Returned,820
7275,3482,2057,02-05-2023,,Issued,0
7276,3188,2775,23-05-2024,24-10-2024,Returned,8
7277,3935,2262,31-05-2024,20-07-2024,Returned,0
7278,3037,2804,29-06-2023,28-08-2024,Returned,552
7279,3480,2864,18-08-2023,29-10-2024,Returned,576
7280,3977,2631,23-07-2023,11-09-2024,Returned,532
7281,3267,2774,06-04-2023,20-06-2024,Returned,582
7282,3666,2959,26-03-2024,11-04-2025,Returned,462
7283,3800,2292,03-10-2023,,Issued,0
7284,3617,2811,20-03-2023,20-02-2025,Returned,1106
7285,3224,2420,18-04-2024,27-01-2025,Returned,268
7286,3138,2399,08-01-2023,16-11-2024,Returned,1056
7287,3571,2344,28-07-2023,24-12-2024,Returned,730
7288,3767,2105,26-10-2023,25-10-2024,Returned,430
7289,3739,2948,07-09-2023,23-09-2024,Returned,464
7290,3142,2076,01-03-2024,18-02-2025,Returned,408
7291,3737,2623,21-09-2022,18-10-2024,Returned,1216
7292,3256,2759,08-02-2023,08-05-2025,Returned,1340
7293,3675,2215,14-05-2024,26-05-2025,Returned,454
7294,3208,2413,12-03-2024,,Issued,0
7295,3652,2366,05-11-2023,30-04-2025,Returned,784
7296,3596,2440,30-01-2023,07-12-2024,Returned,1054
7297,3405,2042,27-04-2024,06-06-2024,Returned,0
7298,3039,2135,26-09-2023,01-12-2024,Returned,564
7299,3035,2771,26-07-2022,15-01-2025,Returned,1508
7300,3354,2335,21-01-2023,26-07-2024,Returned,804
7301,3679,2980,13-02-2023,23-12-2024,Returned,1058
7302,3134,2477,01-07-2022,,Issued,0
7303,3052,2469,04-07-2022,28-06-2024,Returned,1150
7304,3233,2554,11-08-2022,29-01-2025,Returned,1504
7305,3280,2913,19-05-2024,20-11-2024,Returned,70
7306,3346,2690,03-11-2023,,Issued,0
7307,3986,2215,12-07-2023,,Issued,0
7308,3628,2720,17-03-2024,29-09-2024,Returned,92
7309,3038,2626,13-08-2023,06-10-2024,Returned,540
7310,3197,2412,14-09-2022,31-10-2024,Returned,1256
7311,3783,2850,18-10-2023,10-08-2024,Returned,294
7312,3449,2933,17-09-2022,21-10-2024,Returned,1230
7313,3774,2332,13-02-2024,13-02-2025,Returned,432
7314,3580,2531,07-10-2022,,Issued,0
7315,3119,2877,05-04-2023,06-02-2025,Returned,1046
7316,3996,2277,30-03-2023,09-06-2024,Returned,574
7317,3096,2206,15-08-2022,14-06-2024,Returned,1038
7318,3113,2696,21-02-2024,17-11-2024,Returned,240
7319,3006,2887,19-12-2022,28-05-2025,Returned,1482
7320,3052,2833,05-02-2024,26-12-2024,Returned,350
7321,3585,2934,03-04-2023,23-01-2025,Returned,1022
7322,3213,2419,11-04-2023,09-11-2024,Returned,856
7323,3065,2684,30-05-2023,,Issued,0
7324,3526,2159,24-01-2023,21-10-2024,Returned,972
7325,3195,2483,25-02-2023,24-05-2025,Returned,1338
7326,3312,2061,07-11-2022,20-01-2025,Returned,1310
7327,3295,2684,24-03-2023,06-02-2025,Returned,1070
7328,3226,2278,28-03-2024,15-01-2025,Returned,286
7329,3931,2349,13-06-2022,28-12-2024,Returned,1558
7330,3643,2236,26-12-2022,08-08-2024,Returned,882
7331,3602,2204,13-04-2023,31-08-2024,Returned,712
7332,3499,2157,28-06-2022,,Issued,0
7333,3054,2878,27-03-2023,08-11-2024,Returned,884
7334,3283,2477,18-10-2023,16-12-2024,Returned,550
7335,3810,2585,26-08-2023,19-07-2024,Returned,356
